,user_id,created_at,user_name,tweet,weekday,month,day,at_risk
72,1995402709,13:26:04,springraine,get contract school lot bad change seriously think sign another year,Mon,Jun,01,1
73,1964627519,14:32:28,saxychicka,work today hour lunch hours work overtime good fact already dead tire bad,Fri,May,29,1
74,2296775224,09:36:08,KarterFresh,dont want woman sad well shop around hopefully fix enough,Tue,Jun,23,1
75,1695876588,07:08:28,keeran,amaze date see star war joke yet though,Mon,May,04,1
76,2060708708,19:25:30,zhinai,feel incomplete wish could find happiness right,Sat,Jun,06,1
77,2002769064,05:06:48,brran1,morning ppl get work already site walk uneven sand dirt gon jack feet,Tue,Jun,02,1
78,1958035297,02:26:30,hopeless,cashflow forecast fun big red number,Fri,May,29,1
79,2039804740,22:51:03,chinokieran,omg even come back screw,Thu,Jun,04,1
80,2072318887,20:47:55,VeryVintage_,miss tweet dedicate cool ppls,Sun,Jun,07,1
81,2227404594,13:09:17,rjcrouse,think ayatollah block site connect,Thu,Jun,18,1
82,1991614145,07:21:25,oldskool90,last season,Mon,Jun,01,1
83,2258376662,15:49:38,beeaatrizz,pleeeeeeeease say bee,Sat,Jun,20,1
84,2175455406,01:02:07,vampiresrocks,wish hbo cause true blood miss,Mon,Jun,15,1
85,1793472416,02:49:42,Dogbook,jessie miff bath day today,Thu,May,14,1
86,1468596208,02:37:47,xcool,argh plan friday,Tue,Apr,07,1
87,2265247925,06:08:44,Steeeephen,sound like fun crusade,Sun,Jun,21,1
88,1956489755,21:59:37,yorbi12,heheheh wan know love demiii,Thu,May,28,1
89,1752125155,21:06:34,HoosierDaddySD,stink damn lottery,Sat,May,09,1
90,1791777912,21:04:39,DannyIsDiamond,people uhh wonderfull,Wed,May,13,1
91,2262979845,23:40:12,carlycancasci,chance summer couldnt wish ilived love sel,Sat,Jun,20,1
92,2254674316,10:06:38,JosephMartinez1,rain like crazy plainview deliver mail,Sat,Jun,20,1
93,2259669417,17:58:16,Mr_KWright,movie suck saw theaters,Sat,Jun,20,1
94,2069355532,15:43:34,hibo928,exhaust class begin three weeks long summer,Sun,Jun,07,1
95,2063877277,04:25:32,LuvMyGurlz,finally goin bed nite work emergency planner girls hard time think away nite,Sun,Jun,07,1
96,2213475983,15:25:29,MamaLizJ,hard want cook sick child eat poor thing,Wed,Jun,17,1
97,1834057850,01:28:04,superampalaya,colds,Mon,May,18,1
98,2062345312,22:58:36,PreciousSoHot,whewwww charlotte miss bed rite,Sat,Jun,06,1
99,2047411194,13:36:44,ironmanj,sigh story life,Fri,Jun,05,1
100,2323500148,00:47:23,addiktiv_steez,watch tivo hours nothing watch tomoro lol,Thu,Jun,25,1
101,1982200634,10:43:50,AllisonChase,oldest drive back school today see months store stuff room,Sun,May,31,1
102,2048795698,15:47:16,Di_Elle,long day wake early somehow manage arrive late work epic fail,Fri,Jun,05,1
103,1556243506,22:07:32,Dandycorn,also realize spell word properly use mobile device way tweet twat twitter first time,Sat,Apr,18,1
104,2234015961,22:16:53,Amelia_Grace,even know house sale parent want stay,Thu,Jun,18,1
105,2200003196,18:18:12,LaLaLindsey0609,ahhh hope,Tue,Jun,16,1
106,1974560220,13:22:56,NaythenCash,yeah stay air bear,Sat,May,30,1
107,2286700887,16:48:22,CamilAsara,wow sleep hours dad still isnt home sorry,Mon,Jun,22,1
108,1979222270,02:07:41,juneeeee,ohhhmyyy,Sun,May,31,1
109,1686063679,03:33:52,elevashan,sunday night dark time face long drudge week come wonder days fast,Sun,May,03,1
110,1962734804,11:33:40,paul_steele,name yesterday,Fri,May,29,1
111,2014685409,02:20:52,alexrjacques,think one year book aniversary work spend wife factory radio day,Wed,Jun,03,1
112,2004485156,08:16:27,Vondecarlo,believe miss shop today ugh,Tue,Jun,02,1
113,2183337187,14:22:02,emmsu,yes know get picture head suck big time,Mon,Jun,15,1
114,1983199551,12:41:48,naturalglamour,sooo never felt unwanted life everyone try get rid,Sun,May,31,1
115,1999958298,21:08:14,MollyMay23,lame majority texts today twitter cause nobody else reply,Mon,Jun,01,1
116,2256710600,13:11:15,pinkBlaz3,listen mar volta clean room today stressful,Sat,Jun,20,1
117,1985094953,16:25:13,crazyjeekay,start hat youtube sleep think wake time today,Sun,May,31,1
118,1835670682,06:30:21,demilliken,know one,Mon,May,18,1
119,1966585377,18:02:10,entropynitemare,like thunderstorms scare shuzzle prefer plain rainstorms,Fri,May,29,1
120,2239046864,08:03:57,DaOne22,sound like fun work tomorrow,Fri,Jun,19,1
121,2327885644,08:54:31,TLA_Always_DG,tear tear rain outsidee,Thu,Jun,25,1
122,1996883797,15:51:53,superwandeii,fun tonight demi wan homework lol,Mon,Jun,01,1
123,1962856877,11:48:16,jennaajonas,glasgow,Fri,May,29,1
124,2049651272,17:15:18,mark3733,phone never answer lol twitter,Fri,Jun,05,1
125,2203366762,23:34:59,anitamaritz,severely jealous loubs check artist recommend interest gon mail tonight babe mwah,Tue,Jun,16,1
126,1563633537,23:36:13,Robynna,mmmmm ryan see forever,Sun,Apr,19,1
127,1822539545,19:48:41,forest_maiden,ilu wouldnt mind lot alcohol well would probably help physical emotional pain bah work tomorrow,Sat,May,16,1
128,1932806114,22:15:46,aberkitten,never,Tue,May,26,1
129,2247124886,18:37:34,ameliaholt,wish could twitpic juice dont interntet phone,Fri,Jun,19,1
130,1981650607,09:36:16,Abidilla15,sore throat,Sun,May,31,1
131,1988900615,23:42:47,lisalent,really sorry hear loss job keep eye anything guy,Sun,May,31,1
132,2047431534,13:38:35,theRiverToldMe,sick relate fml,Fri,Jun,05,1
133,2252486776,06:22:26,wupaopao,hate physics,Sat,Jun,20,1
134,2200951441,19:36:02,aimsicle,feel sick cough amp cold medicine damn cough annoy,Tue,Jun,16,1
135,2048549259,15:22:54,showMe_Heaven,mis padreeees,Fri,Jun,05,1
136,1979975518,05:14:12,timofuchs,stick inside work,Sun,May,31,1
137,2044257115,09:05:45,excentrique,well suck,Fri,Jun,05,1
138,1685234749,23:33:33,Lindsey_Beverly,tire jelaous barron sweet tattoo,Sat,May,02,1
139,1957741318,01:27:47,djcool_m,anyone night tweet slow let know follow,Fri,May,29,1
140,2203633740,00:10:41,maybememoxie,yeep think something wrong use love sleep haha,Wed,Jun,17,1
141,2070652135,18:04:20,beccalise,hate cold catch,Sun,Jun,07,1
142,1958101472,02:40:01,eppsie,anyone awake god die want sleeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeep,Fri,May,29,1
143,1970608044,04:32:40,bxtwyn2,watchin sleep def need get today,Sat,May,30,1
144,2245442649,16:08:19,HarryLyme,check long day line,Fri,Jun,19,1
145,2196296637,12:17:02,MorganMcDonald,guy find new guitarist miss curtis,Tue,Jun,16,1
146,2197448934,13:47:55,Tim_Meakins,dismay new aqua single available itunes denmark itunesfail,Tue,Jun,16,1
147,1981156149,08:32:42,NikoleCamarae,feel like pop shoulder socket suck,Sun,May,31,1
148,2188214921,21:29:57,AmyFleishans,still fever suck spend days sick bed,Mon,Jun,15,1
149,1551266029,08:35:37,trancemade,epicness asot,Sat,Apr,18,1
150,2211572812,13:01:11,TanishaLeigh92,wish dam hate live london,Wed,Jun,17,1
151,2238830650,07:47:41,n_nine,cell phone freeze dead blackberry iphone hmmmmmmmmmm want buy new phone already,Fri,Jun,19,1
152,2216413548,19:27:05,SpuffyCullen,headache amp sick stomach,Wed,Jun,17,1
153,2179254835,08:51:23,HoldTheTomato,back work,Mon,Jun,15,1
154,2068035282,13:23:13,valley_girl17,watch gossip girl work,Sun,Jun,07,1
155,2221153763,04:48:49,spikezezel,get color book crayon chest cold around many sick people,Thu,Jun,18,1
156,2008963969,14:56:10,dagmaroon,yes sleep last worst final tomorrow night,Tue,Jun,02,1
157,1994016516,11:16:55,soakes94,revise compute,Mon,Jun,01,1
158,1880868474,02:47:25,mcrosby78,never get good answer regard chew paw afraid,Fri,May,22,1
159,2244347185,14:37:40,beyondretro89,man feel sad miss beautiful boy talk feel little better,Fri,Jun,19,1
160,1687331727,08:24:43,IATV,promise portfolio artist friend family kinda job lucky profolio free,Sun,May,03,1
161,2233209954,20:59:43,mlegrimm,tire want get home,Thu,Jun,18,1
162,1984630373,15:29:24,leahchu,cant get wow work cant find charger dog make big mess mom doesnt get bed anymore yep life great,Sun,May,31,1
163,2241975346,11:36:46,mrsgangster,nettie dina keeley mean fun without lil today,Fri,Jun,19,1
164,2051112902,19:53:12,cneifer,sit break bella,Fri,Jun,05,1
165,1753849590,03:46:24,ashk8,burn finger last night oooozy yuck,Sun,May,10,1
166,2255049298,10:41:01,ciara73,noooo shouldnt,Sat,Jun,20,1
167,1835825892,06:49:50,NancyDee_Online,good thank hours sleep though,Mon,May,18,1
168,1986570738,19:01:10,ginacrat,work six hours today,Sun,May,31,1
169,1676806201,23:16:01,spyclub,fail rent bike company social still walk picnic need buy food,Fri,May,01,1
170,2202354000,21:39:16,RedNailPolish,home trip alberta sooo tire long drive home,Tue,Jun,16,1
171,2322229219,22:15:35,EMLouns,jamba juice smoothie joint one time square wish,Wed,Jun,24,1
172,1997880269,17:36:58,ToXicCupCakeCXC,good jus catch miss msgs weekend doin miss weekend,Mon,Jun,01,1
173,2015580805,05:01:47,fionatigar,boo suck,Wed,Jun,03,1
174,1974596999,13:27:33,Brie_shareeGar,feel good sexy swag turn full soooo bore grrrr,Sat,May,30,1
175,2182652646,13:27:24,zahiawasnothere,study exams damn,Mon,Jun,15,1
176,2217725483,21:17:18,rebelbydesign,mess foot really bad basically crater heel,Wed,Jun,17,1
177,2243694296,13:46:46,flapjacks9702,funny wtv see site yet,Fri,Jun,19,1
178,2222095803,06:29:25,FallingSwallow,sittin class puttin bandaids hand,Thu,Jun,18,1
179,2246824825,18:10:46,justjuanfra,think accidentally love dont know,Fri,Jun,19,1
180,1693528684,22:50:54,djblp,lol deal jean paul gaultier wait mean century philosopher designer,Sun,May,03,1
181,1755608286,09:34:23,John_Rigby,like entire final draft history paper lame,Sun,May,10,1
182,1824477271,01:33:08,emiliaf,finally feel back normal tdc lovely sunday bad inside,Sun,May,17,1
183,1834153894,01:50:13,somethingblack,back bore office,Mon,May,18,1
184,1967160452,19:04:55,AngeleahS,swine flu something like goin bed,Fri,May,29,1
185,2053033006,03:00:29,julescookies,well video fan make think want send email address,Sat,Jun,06,1
186,2186611440,19:05:07,demmilovato,miss,Mon,Jun,15,1
187,1563751949,00:06:28,FloppyNono,sorry sometimes forget walrus weeks since operation,Mon,Apr,20,1
188,2047064767,13:05:53,josepicardo,diz homesick,Fri,Jun,05,1
189,1991127636,06:27:25,ray_bailon,way friday central park sick wish,Mon,Jun,01,1
190,1690870596,16:34:02,S_dott,never get send,Sun,May,03,1
191,1824425977,01:19:46,lemongeneration,aww love zebras closest little pony stuff toy,Sun,May,17,1
192,2003605688,06:50:08,fenixfyre42,still tuesday,Tue,Jun,02,1
193,2006132395,10:42:22,emascarenas,man get perfect dress nowhere wear,Tue,Jun,02,1
194,1685144950,23:13:23,nusshkazn,need listen underoath,Sat,May,02,1
195,2221862788,06:07:24,hannahmcdermott,arghhhhhhh,Thu,Jun,18,1
196,1556084992,21:35:48,Anniebell92,super dissapointed chuck liddell showgun rau fight,Sat,Apr,18,1
197,2184277110,15:40:31,iheartnynuk,yeah drive bite much many around less hours away work,Mon,Jun,15,1
198,2196353455,12:21:35,tamiklockau,day dentist fill husband inner ear back home work get stick del mar fair traffic,Tue,Jun,16,1
199,2177731277,06:36:31,Bandit420,love haircut bobby back know like raise vamp see almost yrs,Mon,Jun,15,1
200,2002639982,04:46:54,jonaslovato,love adie hug wen sleep wake morning,Tue,Jun,02,1
201,2225032588,10:13:41,vkoula93,cry sign yearbooks cry say goodbye gon cry see,Thu,Jun,18,1
202,2254468304,09:47:43,Shrabasti,one helluva lousy day,Sat,Jun,20,1
203,1555757059,20:36:26,LovelyLaurahh,pretty much quot saddest quot person world right eventually end asot,Sat,Apr,18,1
204,2288091254,18:42:26,cheekysharon,really long day work bad economy hours week catastrophe love summer far though school work play read,Mon,Jun,22,1
205,2181890979,12:26:17,kurt_ctdk,white rokits,Mon,Jun,15,1
206,2179917672,09:45:42,GTMENTINC,sit dallas wait flight back queen city believe work get back damn,Mon,Jun,15,1
207,1973515285,11:18:00,mnrmg,get crombos right neighborhood applebees carside,Sat,May,30,1
208,1999520509,20:21:43,CKHS,officer meet tomorra hunt room wake dismal hour tomorrow help senior breakfast,Mon,Jun,01,1
209,1986506342,18:55:47,askbigmel,make juiciest tri tip ever garlic red potatoes rice corn cob darn forget cornbread arrg,Sun,May,31,1
210,1685545567,00:52:56,aradhanarawks11,wish concert india,Sun,May,03,1
211,1834821292,04:18:40,xWX0lw,really really bore day,Mon,May,18,1
212,2185590034,17:36:35,GL0,favorite well pic explain smh much cornbread,Mon,Jun,15,1
213,1977866610,21:53:22,QtpyeBri,bore shit silver spring wit lame ass dudes thanx tiff excite nyte,Sat,May,30,1
214,1975302596,14:52:28,helloheartbreak,hmmm wait mitm quot end quot hope make little bite,Sat,May,30,1
215,2010290114,17:07:59,sherinep,lol yes sure btw dude studio forget name,Tue,Jun,02,1
216,2195362526,11:01:49,ellasadiee,nataly hasnt school long,Tue,Jun,16,1
217,2046678850,12:31:59,Jamestheninja,god geek one excite things see time dear,Fri,Jun,05,1
218,2261892232,21:31:32,CoachChic,show today try find little late,Sat,Jun,20,1
219,2325397652,05:22:21,pgrados,lesson learn stick cotton tip deep ear drop amp doc use syringe ear tuesday,Thu,Jun,25,1
220,2190785685,03:43:20,camshaq,watch news old boy put puppy toilet flush god see puppy cute,Tue,Jun,16,1
221,2045722884,11:08:28,lipgloss86,would nice meet glasto slightly better say,Fri,Jun,05,1
222,1975898073,16:08:28,omgitscorinne,miss yoouuuuu,Sat,May,30,1
223,2299156726,12:34:21,andrewryno,hour convert video hmm,Tue,Jun,23,1
224,1977844808,21:50:23,Eclipsalee,totally agree math stuff even harder girls impossible,Sat,May,30,1
225,2262061128,21:49:08,prettykilla,one,Sat,Jun,20,1
226,2188069499,21:15:04,lisalent,point drive,Mon,Jun,15,1
227,2070111305,17:06:47,Jaminz,shiiii wish saw two hours ago,Sun,Jun,07,1
228,1693832419,23:57:34,aThumper,sorry hear feel weather get well soon,Sun,May,03,1
229,1557538037,04:42:46,TwiLove66,take last dose one sleep pills dont know tomorrow take extra kind,Sun,Apr,19,1
230,1964981297,15:07:50,jojoUK55,one day hug come finger still cross,Fri,May,29,1
231,2187984949,21:06:45,dumbwhore,dunno sleep deep alarm crazy loud sadly quip toss vibrations,Mon,Jun,15,1
232,2018779616,10:30:03,petertdavis,week suck someone really want work decide someone else well onto next big thing,Wed,Jun,03,1
233,1793045281,01:09:55,dubhlinn2,puppy sick,Thu,May,14,1
234,2053844615,05:52:19,Jenniferbuckles,sweet girl low grade temp cranky play eat normal,Sat,Jun,06,1
235,2060920950,19:50:11,lullabyeblues,saw live nearly cry,Sat,Jun,06,1
236,1559970393,12:30:53,Pijrt,polly back home see till friday sniffel sniffel whimper whimper,Sun,Apr,19,1
237,2002733810,05:01:26,meegslovesyou,clock tick many friends high school get marry age jealous lol,Tue,Jun,02,1
238,1983503037,13:16:51,munky27,disgrace work anyway desert buddy last night vip backstage amp quot invite either,Sun,May,31,1
239,1977880212,21:55:13,rt_magic,magic nba champ sorry kobe,Sat,May,30,1
240,1978323623,23:01:30,the_poopsmith,murr least awake,Sat,May,30,1
241,1965449080,15:56:31,lalalove42,want swim,Fri,May,29,1
242,1753222643,00:38:16,twebbstack,need comment member withdrawals,Sun,May,10,1
243,2057992867,14:03:23,roxiijonas,yeah manchester dont really much probably fair around,Sat,Jun,06,1
244,2014920001,03:07:13,Gembop,sell oasis ticket someone get absolute bargain better nothing guess,Wed,Jun,03,1
245,1833809304,00:32:06,TelleTWA,bittersweet max days,Mon,May,18,1
246,2229870656,16:19:22,schwartzicle,make terrible first impressions good quality search job ugh,Thu,Jun,18,1
247,1563611168,23:30:48,KitsonCupcake,work morning hot still,Sun,Apr,19,1
248,1963197844,12:21:18,choon01,omg search still find look,Fri,May,29,1
249,1833698120,00:08:52,HarryJamesCross,monday,Mon,May,18,1
250,2196504825,12:33:39,purpleterp,send thoughts bff way aunt die sad,Tue,Jun,16,1
251,1993840074,11:00:39,Tallas,might miss goodies cant home day night unfortunately,Mon,Jun,01,1
252,1961082738,08:57:36,perfetic,sachie yna know password yet,Fri,May,29,1
253,1984514341,15:15:23,jejisjej,back home beautiful ride awesome day hope guy say need tomorrow monday,Sun,May,31,1
254,2252890402,07:11:35,rudeboyb,awake still tire,Sat,Jun,20,1
255,1982383697,11:05:59,tungro,suddenly feel weather sure bleh,Sun,May,31,1
256,2263438850,00:48:57,Lily_allen_fan,famliy bck homee take sister hores rid gon bore day,Sun,Jun,21,1
257,2322745177,23:11:15,Butterflyshoes,good morning poorly girl look today,Wed,Jun,24,1
258,2000282268,21:46:58,Anime81,good get take care like irl seriously shit joke,Mon,Jun,01,1
259,2059546937,17:09:06,kaaatherine,get charlie horse legs last night still hurt,Sat,Jun,06,1
260,1898400903,18:05:35,cryst_trueblue,haha always think stupid name honest random fact crystalbel creep cause doesnt know say,Sat,May,23,1
261,2201032548,19:42:41,gotb30,agree however since chaz public figure activist privacy option,Tue,Jun,16,1
262,2258346580,15:46:39,natalief,think may stand via hug show,Sat,Jun,20,1
263,2285856322,15:40:22,Megkunz,ugh wish could gear run fml kasslana,Mon,Jun,22,1
264,2065462400,08:38:44,annemarie1890,try study business tuesday,Sun,Jun,07,1
265,2242565169,12:20:57,MCTroy,wish could come buy live side world,Fri,Jun,19,1
266,2068662641,14:28:33,sillybananax,hours leave work amp goneee hurry pwease,Sun,Jun,07,1
267,1979317058,02:31:38,AbigailSarahh,ohhhh maths exam tomorrow,Sun,May,31,1
268,1982615397,11:33:44,h4yd3n4l1f3,watch harry potter goblet fire vampires movie,Sun,May,31,1
269,1976597261,18:32:34,craftybaker,night tend poor puppy,Sat,May,30,1
270,1556998500,01:27:02,willswanson1980,carry popular theme bad night least air seem clearer always better,Sun,Apr,19,1
271,1964546186,14:24:33,AnnieLovesDT,know mcfly gon brazil say hello wan,Fri,May,29,1
272,2253500324,08:16:27,_ehannah,work six two blah fun miss weekend,Sat,Jun,20,1
273,2002419247,04:09:29,AllKerryBerry,sausage,Tue,Jun,02,1
274,2060109014,18:16:27,OkamiMars,know,Sat,Jun,06,1
275,1696083778,07:34:35,schmanderzz,guess ive move exactly step step make song heart break,Mon,May,04,1
276,2180823670,10:59:43,LoraleiHaylock,hurt know,Mon,Jun,15,1
277,2295514309,08:01:32,ckornell,cant stand internet explorer,Tue,Jun,23,1
278,2246056476,17:01:51,srisky,hate rain,Fri,Jun,19,1
279,1692705429,20:35:28,jenniferh0ng,love friends hat study want shop need money wish beach tan,Sun,May,03,1
280,1974214119,12:40:15,justdoingmybest,read change name sorry hear get new header,Sat,May,30,1
281,2053133733,03:24:23,iSlayer2009,evil essex wench hope know biscuit eater cry,Sat,Jun,06,1
282,1468360535,01:11:46,fraseyboy,mac,Tue,Apr,07,1
283,1563599163,23:27:58,nicoleeeeeloves,see like say link find,Sun,Apr,19,1
284,1556144595,21:47:37,jaymcgavren,disable offline gmail google gear disrupt direct label view shortcuts,Sat,Apr,18,1
285,2013655991,23:13:24,_jAQUi,wish room still work,Tue,Jun,02,1
286,2068322345,13:53:10,cat_1987,sad uni,Sun,Jun,07,1
287,2071863922,20:02:15,Flossy28,think net must crap amp speak soon luv miss,Sun,Jun,07,1
288,2199973078,18:15:41,lightsintokyo,wish amp always see commercials hate bell,Tue,Jun,16,1
289,1980086651,05:38:17,SuzyanneCMWM,good home early buy sure early,Sun,May,31,1
290,1990397231,04:45:35,Peschtra,still power mean coffee,Mon,Jun,01,1
291,1961475223,09:33:36,erkagarcia,start get really dizzy tour philippines feel bliss know efforts worth,Fri,May,29,1
292,2002677945,04:52:52,DontBeASkeptik,lol get back work twitter get fire,Tue,Jun,02,1
293,2322328653,22:25:40,DeadSpider,run donald creppel sigh next days boat mike charleville shipyard,Wed,Jun,24,1
294,2233557593,21:32:19,JaimeSnyder,light hav early morning check outlet shop long drive back tulsa want end,Thu,Jun,18,1
295,2257098868,13:47:35,neuroaster,well people think funny,Sat,Jun,20,1
296,2255896525,11:57:26,julieminevich,yesterday first day long time lose followers gain,Sat,Jun,20,1
297,2039876272,23:02:05,melizzalena,rain today sure,Thu,Jun,04,1
298,1968018913,20:36:55,angel0712,suck play wii tennis bowl really able play way,Fri,May,29,1
299,2325155795,04:53:17,Enisity,today show say google voice available maybe available later today anyone know,Thu,Jun,25,1
300,2248766063,21:08:57,TaterTots12,hannah throw massive fit wal mart never want crawl rock bad life,Fri,Jun,19,1
301,2262089137,21:52:07,kikimarie593,much lpw coz computer bring dlpw back life,Sat,Jun,20,1
302,2238399348,07:13:45,itskelsy,take twitter train virus change password hopefully wont come back,Fri,Jun,19,1
303,1882335678,06:41:09,PritePriteGood,thats kinda like loungin bra good bad kinda mention uncomfy,Fri,May,22,1
304,1971193326,06:28:37,melissaox,dvd remote,Sat,May,30,1
305,2054164239,06:43:06,last0pendoor,get math fml cast dark shadow two,Sat,Jun,06,1
306,1686950077,07:18:38,chris_lew,pup home,Sun,May,03,1
307,2218606087,22:47:38,jenesaipas,cat euthanized ace,Wed,Jun,17,1
